20mm Poly Pipe,,40mm Poly Pipe,,63mm Poly Pipe,,90mm Poly Pipe,,110mm Poly Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.159,7.019,0.159,59.961,0.159,173.353,,,,
0.1591,7.021,0.1591,59.997,0.1591,173.42,,,,
0.1592,7.023,0.1592,60.034,0.1592,173.487,,,,
0.1593,7.026,0.1593,60.071,0.1593,173.553,,,,
0.1594,7.028,0.1594,60.108,0.1594,173.62,,,,
0.1595,7.031,0.1595,60.144,0.1595,173.687,,,,
0.1596,7.033,0.1596,60.181,0.1596,173.754,,,,
0.1597,7.036,0.1597,60.218,0.1597,173.82,,,,
0.1598,7.038,0.1598,60.255,0.1598,173.887,,,,
0.1599,7.041,0.1599,60.291,0.1599,173.954,,,,
0.16,7.043,0.16,60.328,0.16,174.02,,,,
0.1601,7.046,0.1601,60.365,0.1601,174.087,,,,
0.1602,7.048,0.1602,60.402,0.1602,174.154,,,,
0.1603,7.051,0.1603,60.438,0.1603,174.221,,,,
0.1604,7.053,0.1604,60.475,0.1604,174.287,,,,
0.1605,7.056,0.1605,60.512,0.1605,174.354,,,,
0.1606,7.058,0.1606,60.549,0.1606,174.421,,,,
0.1607,7.061,0.1607,60.585,0.1607,174.488,,,,
0.1608,7.063,0.1608,60.622,0.1608,174.554,,,,
0.1609,7.066,0.1609,60.659,0.1609,174.621,,,,
0.161,7.068,0.161,60.696,0.161,174.688,,,,
0.1611,7.071,0.1611,60.732,0.1611,174.755,,,,
0.1612,7.073,0.1612,60.769,0.1612,174.821,,,,
0.1613,7.076,0.1613,60.806,0.1613,174.888,,,,
0.1614,7.078,0.1614,60.843,0.1614,174.955,,,,
0.1615,7.081,0.1615,60.879,0.1615,175.022,,,,
0.1616,7.083,0.1616,60.916,0.1616,175.088,,,,
0.1617,7.086,0.1617,60.953,0.1617,175.155,,,,
0.1618,7.088,0.1618,60.99,0.1618,175.222,,,,
0.1619,7.091,0.1619,61.026,0.1619,175.289,,,,
0.162,7.093,0.162,61.063,0.162,175.355,,,,
0.1621,7.096,0.1621,61.1,0.1621,175.422,,,,
0.1622,7.098,0.1622,61.137,0.1622,175.489,,,,
0.1623,7.101,0.1623,61.173,0.1623,175.555,,,,
0.1624,7.103,0.1624,61.21,0.1624,175.622,,,,
0.1625,7.106,0.1625,61.247,0.1625,175.689,,,,
0.1626,7.108,0.1626,61.284,0.1626,175.756,,,,
0.1627,7.111,0.1627,61.32,0.1627,175.822,,,,
0.1628,7.113,0.1628,61.357,0.1628,175.889,,,,
0.1629,7.116,0.1629,61.394,0.1629,175.956,,,,
0.163,7.118,0.163,61.431,0.163,176.023,,,,
0.1631,7.121,0.1631,61.467,0.1631,176.089,,,,
0.1632,7.123,0.1632,61.504,0.1632,176.156,,,,
0.1633,7.125,0.1633,61.541,0.1633,176.223,,,,
0.1634,7.128,0.1634,61.578,0.1634,176.29,,,,
0.1635,7.13,0.1635,61.614,0.1635,176.356,,,,
0.1636,7.133,0.1636,61.651,0.1636,176.423,,,,
0.1637,7.135,0.1637,61.688,0.1637,176.49,,,,
0.1638,7.138,0.1638,61.725,0.1638,176.557,,,,
0.1639,7.14,0.1639,61.761,0.1639,176.623,,,,
0.164,7.143,0.164,61.798,0.164,176.69,,,,
0.1641,7.145,0.1641,61.835,0.1641,176.757,,,,
0.1642,7.148,0.1642,61.872,0.1642,176.824,,,,
0.1643,7.15,0.1643,61.908,0.1643,176.89,,,,
0.1644,7.153,0.1644,61.945,0.1644,176.957,,,,
0.1645,7.155,0.1645,61.982,0.1645,177.024,,,,
0.1646,7.158,0.1646,62.019,0.1646,177.09,,,,
0.1647,7.16,0.1647,62.055,0.1647,177.157,,,,
0.1648,7.163,0.1648,62.092,0.1648,177.224,,,,
0.1649,7.165,0.1649,62.129,0.1649,177.291,,,,
0.165,7.168,0.165,62.166,0.165,177.357,,,,
0.1651,7.17,0.1651,62.202,0.1651,177.424,,,,
0.1652,7.173,0.1652,62.239,0.1652,177.491,,,,
0.1653,7.175,0.1653,62.276,0.1653,177.558,,,,
0.1654,7.178,0.1654,62.313,0.1654,177.624,,,,
0.1655,7.18,0.1655,62.349,0.1655,177.691,,,,
0.1656,7.183,0.1656,62.386,0.1656,177.758,,,,
0.1657,7.185,0.1657,62.423,0.1657,177.825,,,,
0.1658,7.188,0.1658,62.46,0.1658,177.891,,,,
0.1659,7.19,0.1659,62.496,0.1659,177.958,,,,
0.166,7.193,0.166,62.533,0.166,178.025,,,,
0.1661,7.195,0.1661,62.57,0.1661,178.092,,,,
0.1662,7.198,0.1662,62.607,0.1662,178.158,,,,
0.1663,7.2,0.1663,62.643,0.1663,178.225,,,,
0.1664,7.203,0.1664,62.68,0.1664,178.292,,,,
0.1665,7.205,0.1665,62.717,0.1665,178.358,,,,
0.1666,7.208,0.1666,62.754,0.1666,178.425,,,,
0.1667,7.21,0.1667,62.79,0.1667,178.492,,,,
0.1668,7.213,0.1668,62.827,0.1668,178.559,,,,
0.1669,7.215,0.1669,62.864,0.1669,178.625,,,,
0.167,7.218,0.167,62.901,0.167,178.692,,,,
0.1671,7.22,0.1671,62.937,0.1671,178.759,,,,
0.1672,7.223,0.1672,62.974,0.1672,178.826,,,,
0.1673,7.225,0.1673,63.011,0.1673,178.892,,,,
0.1674,7.228,0.1674,63.048,0.1674,178.959,,,,
0.1675,7.23,0.1675,63.084,0.1675,179.026,,,,
0.1676,7.232,0.1676,63.121,0.1676,179.093,,,,
0.1677,7.235,0.1677,63.158,0.1677,179.159,,,,
0.1678,7.237,0.1678,63.194,0.1678,179.226,,,,
0.1679,7.24,0.1679,63.231,0.1679,179.293,,,,
0.168,7.242,0.168,63.268,0.168,179.36,,,,
0.1681,7.245,0.1681,63.305,0.1681,179.426,,,,
0.1682,7.247,0.1682,63.341,0.1682,179.493,,,,
0.1683,7.25,0.1683,63.378,0.1683,179.56,,,,
0.1684,7.252,0.1684,63.415,0.1684,179.627,,,,
0.1685,7.255,0.1685,63.452,0.1685,179.693,,,,
0.1686,7.257,0.1686,63.488,0.1686,179.76,,,,
0.1687,7.26,0.1687,63.525,0.1687,179.827,,,,
0.1688,7.262,0.1688,63.562,0.1688,179.893,,,,
0.1689,7.265,0.1689,63.599,0.1689,179.96,,,,
0.169,7.267,0.169,63.635,0.169,180.027,,,,
0.1691,7.27,0.1691,63.672,0.1691,180.094,,,,
0.1692,7.272,0.1692,63.709,0.1692,180.16,,,,
0.1693,7.275,0.1693,63.746,0.1693,180.227,,,,
0.1694,7.277,0.1694,63.782,0.1694,180.294,,,,
0.1695,7.28,0.1695,63.819,0.1695,180.361,,,,
0.1696,7.282,0.1696,63.856,0.1696,180.427,,,,
0.1697,7.285,0.1697,63.893,0.1697,180.494,,,,
0.1698,7.287,0.1698,63.929,0.1698,180.561,,,,
0.1699,7.29,0.1699,63.966,0.1699,180.628,,,,
0.17,7.292,0.17,64.003,0.17,180.694,,,,
0.1701,7.295,0.1701,64.04,0.1701,180.761,,,,
0.1702,7.297,0.1702,64.076,0.1702,180.828,,,,
0.1703,7.3,0.1703,64.113,0.1703,180.895,,,,
0.1704,7.302,0.1704,64.15,0.1704,180.961,,,,
0.1705,7.305,0.1705,64.187,0.1705,181.028,,,,
0.1706,7.307,0.1706,64.223,0.1706,181.095,,,,
0.1707,7.31,0.1707,64.26,0.1707,181.162,,,,
0.1708,7.312,0.1708,64.297,0.1708,181.228,,,,
0.1709,7.315,0.1709,64.334,0.1709,181.295,,,,
0.171,7.317,0.171,64.37,0.171,181.362,,,,
0.1711,7.32,0.1711,64.407,0.1711,181.428,,,,
0.1712,7.322,0.1712,64.444,0.1712,181.495,,,,
0.1713,7.325,0.1713,64.481,0.1713,181.562,,,,
0.1714,7.327,0.1714,64.517,0.1714,181.629,,,,
0.1715,7.33,0.1715,64.554,0.1715,181.695,,,,
0.1716,7.332,0.1716,64.591,0.1716,181.762,,,,
0.1717,7.335,0.1717,64.628,0.1717,181.829,,,,
0.1718,7.337,0.1718,64.664,0.1718,181.896,,,,
0.1719,7.339,0.1719,64.701,0.1719,181.962,,,,
0.172,7.342,0.172,64.738,0.172,182.029,,,,
0.1721,7.344,0.1721,64.775,0.1721,182.096,,,,
0.1722,7.347,0.1722,64.811,0.1722,182.163,,,,
0.1723,7.349,0.1723,64.848,0.1723,182.229,,,,
0.1724,7.352,0.1724,64.885,0.1724,182.296,,,,
0.1725,7.354,0.1725,64.922,0.1725,182.363,,,,
0.1726,7.357,0.1726,64.958,0.1726,182.43,,,,
0.1727,7.359,0.1727,64.995,0.1727,182.496,,,,
0.1728,7.362,0.1728,65.032,0.1728,182.563,,,,
0.1729,7.364,0.1729,65.069,0.1729,182.63,,,,
0.173,7.367,0.173,65.105,0.173,182.696,,,,
0.1731,7.369,0.1731,65.142,0.1731,182.763,,,,
0.1732,7.372,0.1732,65.179,0.1732,182.83,,,,
0.1733,7.374,0.1733,65.216,0.1733,182.897,,,,
0.1734,7.377,0.1734,65.252,0.1734,182.963,,,,
0.1735,7.379,0.1735,65.289,0.1735,183.03,,,,
0.1736,7.382,0.1736,65.326,0.1736,183.097,,,,
0.1737,7.384,0.1737,65.363,0.1737,183.164,,,,
0.1738,7.387,0.1738,65.399,0.1738,183.23,,,,
0.1739,7.389,0.1739,65.436,0.1739,183.297,,,,
0.174,7.392,0.174,65.473,0.174,183.364,,,,
0.1741,7.394,0.1741,65.51,0.1741,183.431,,,,
0.1742,7.397,0.1742,65.546,0.1742,183.497,,,,
0.1743,7.399,0.1743,65.583,0.1743,183.564,,,,
0.1744,7.402,0.1744,65.62,0.1744,183.631,,,,
0.1745,7.404,0.1745,65.657,0.1745,183.698,,,,
0.1746,7.407,0.1746,65.693,0.1746,183.764,,,,
0.1747,7.409,0.1747,65.73,0.1747,183.831,,,,
0.1748,7.412,0.1748,65.767,0.1748,183.898,,,,
0.1749,7.414,0.1749,65.804,0.1749,183.965,,,,
0.175,7.417,0.175,65.84,0.175,184.031,,,,
0.1751,7.419,0.1751,65.877,0.1751,184.098,,,,
0.1752,7.422,0.1752,65.914,0.1752,184.165,,,,
0.1753,7.424,0.1753,65.951,0.1753,184.231,,,,
0.1754,7.427,0.1754,65.987,0.1754,184.298,,,,
0.1755,7.429,0.1755,66.024,0.1755,184.365,,,,
0.1756,7.432,0.1756,66.061,0.1756,184.432,,,,
0.1757,7.434,0.1757,66.098,0.1757,184.498,,,,
0.1758,7.437,0.1758,66.134,0.1758,184.565,,,,
0.1759,7.439,0.1759,66.171,0.1759,184.632,,,,
0.176,7.441,0.176,66.208,0.176,184.699,,,,
0.1761,7.444,0.1761,66.245,0.1761,184.765,,,,
0.1762,7.446,0.1762,66.281,0.1762,184.832,,,,
0.1763,7.449,0.1763,66.318,0.1763,184.899,,,,
0.1764,7.451,0.1764,66.355,0.1764,184.966,,,,
0.1765,7.454,0.1765,66.392,0.1765,185.032,,,,
0.1766,7.456,0.1766,66.428,0.1766,185.099,,,,
0.1767,7.459,0.1767,66.465,0.1767,185.166,,,,
0.1768,7.461,0.1768,66.502,0.1768,185.233,,,,
0.1769,7.464,0.1769,66.539,0.1769,185.299,,,,
0.177,7.466,0.177,66.575,0.177,185.366,,,,
0.1771,7.469,0.1771,66.612,0.1771,185.433,,,,
0.1772,7.471,0.1772,66.649,0.1772,185.5,,,,
0.1773,7.474,0.1773,66.686,0.1773,185.566,,,,
0.1774,7.476,0.1774,66.722,0.1774,185.633,,,,
0.1775,7.479,0.1775,66.759,0.1775,185.7,,,,
0.1776,7.481,0.1776,66.796,0.1776,185.766,,,,
0.1777,7.484,0.1777,66.833,0.1777,185.833,,,,
0.1778,7.486,0.1778,66.869,0.1778,185.9,,,,
0.1779,7.489,0.1779,66.906,0.1779,185.967,,,,
0.178,7.491,0.178,66.943,0.178,186.033,,,,
0.1781,7.494,0.1781,66.98,0.1781,186.1,,,,
0.1782,7.496,0.1782,67.016,0.1782,186.167,,,,
0.1783,7.499,0.1783,67.053,0.1783,186.234,,,,
0.1784,7.501,0.1784,67.09,0.1784,186.3,,,,
0.1785,7.504,0.1785,67.127,0.1785,186.367,,,,
0.1786,7.506,0.1786,67.163,0.1786,186.434,,,,
0.1787,7.509,0.1787,67.2,0.1787,186.501,,,,
0.1788,7.511,0.1788,67.237,0.1788,186.567,,,,
0.1789,7.514,0.1789,67.274,0.1789,186.634,,,,
0.179,7.516,0.179,67.31,0.179,186.701,,,,
0.1791,7.519,0.1791,67.347,0.1791,186.768,,,,
0.1792,7.521,0.1792,67.384,0.1792,186.834,,,,
0.1793,7.524,0.1793,67.421,0.1793,186.901,,,,
0.1794,7.526,0.1794,67.457,0.1794,186.968,,,,
0.1795,7.529,0.1795,67.494,0.1795,187.034,,,,
0.1796,7.531,0.1796,67.531,0.1796,187.101,,,,
0.1797,7.534,0.1797,67.568,0.1797,187.168,,,,
0.1798,7.536,0.1798,67.604,0.1798,187.235,,,,
0.1799,7.539,0.1799,67.641,0.1799,187.301,,,,
0.18,7.541,0.18,67.678,0.18,187.368,,,,
0.1801,7.544,0.1801,67.715,0.1801,187.435,,,,
0.1802,7.546,0.1802,67.751,0.1802,187.502,,,,
0.1803,7.548,0.1803,67.788,0.1803,187.568,,,,
0.1804,7.551,0.1804,67.825,,,,,,
0.1805,7.553,0.1805,67.862,,,,,,
0.1806,7.556,0.1806,67.898,,,,,,
0.1807,7.558,0.1807,67.935,,,,,,
0.1808,7.561,0.1808,67.972,,,,,,
0.1809,7.563,0.1809,68.008,,,,,,
0.181,7.566,0.181,68.045,,,,,,
0.1811,7.568,0.1811,68.082,,,,,,
0.1812,7.571,0.1812,68.119,,,,,,
0.1813,7.573,0.1813,68.155,,,,,,
0.1814,7.576,0.1814,68.192,,,,,,
0.1815,7.578,0.1815,68.229,,,,,,
0.1816,7.581,0.1816,68.266,,,,,,
0.1817,7.583,0.1817,68.302,,,,,,
0.1818,7.586,0.1818,68.339,,,,,,
0.1819,7.588,0.1819,68.376,,,,,,
0.182,7.591,0.182,68.413,,,,,,
0.1821,7.593,0.1821,68.449,,,,,,
0.1822,7.596,0.1822,68.486,,,,,,
0.1823,7.598,0.1823,68.523,,,,,,
0.1824,7.601,0.1824,68.56,,,,,,
0.1825,7.603,0.1825,68.596,,,,,,
0.1826,7.606,0.1826,68.633,,,,,,
0.1827,7.608,0.1827,68.67,,,,,,
0.1828,7.611,0.1828,68.707,,,,,,
0.1829,7.613,0.1829,68.743,,,,,,
0.183,7.616,0.183,68.78,,,,,,
0.1831,7.618,0.1831,68.817,,,,,,
0.1832,7.621,0.1832,68.854,,,,,,
0.1833,7.623,0.1833,68.89,,,,,,
0.1834,7.626,0.1834,68.927,,,,,,
0.1835,7.628,0.1835,68.964,,,,,,
0.1836,7.631,0.1836,69.001,,,,,,
0.1837,7.633,0.1837,69.037,,,,,,
0.1838,7.636,0.1838,69.074,,,,,,
0.1839,7.638,0.1839,69.111,,,,,,
0.184,7.641,0.184,69.148,,,,,,
0.1841,7.643,0.1841,69.184,,,,,,
0.1842,7.646,0.1842,69.221,,,,,,
0.1843,7.648,0.1843,69.258,,,,,,
0.1844,7.65,0.1844,69.295,,,,,,
0.1845,7.653,0.1845,69.331,,,,,,
0.1846,7.655,0.1846,69.368,,,,,,
0.1847,7.658,0.1847,69.405,,,,,,
0.1848,7.66,0.1848,69.442,,,,,,
0.1849,7.663,0.1849,69.478,,,,,,
0.185,7.665,0.185,69.515,,,,,,
0.1851,7.668,0.1851,69.552,,,,,,
0.1852,7.67,0.1852,69.589,,,,,,
0.1853,7.673,0.1853,69.625,,,,,,
0.1854,7.675,0.1854,69.662,,,,,,
0.1855,7.678,0.1855,69.699,,,,,,
0.1856,7.68,0.1856,69.736,,,,,,
0.1857,7.683,0.1857,69.772,,,,,,
0.1858,7.685,0.1858,69.809,,,,,,
0.1859,7.688,0.1859,69.846,,,,,,
0.186,7.69,0.186,69.883,,,,,,
0.1861,7.693,0.1861,69.919,,,,,,
0.1862,7.695,0.1862,69.956,,,,,,
0.1863,7.698,0.1863,69.993,,,,,,
0.1864,7.7,0.1864,70.03,,,,,,
0.1865,7.703,0.1865,70.066,,,,,,
0.1866,7.705,0.1866,70.103,,,,,,
0.1867,7.708,0.1867,70.14,,,,,,
0.1868,7.71,0.1868,70.177,,,,,,
0.1869,7.713,0.1869,70.213,,,,,,
0.187,7.715,0.187,70.25,,,,,,
0.1871,7.718,0.1871,70.287,,,,,,
0.1872,7.72,0.1872,70.324,,,,,,
0.1873,7.723,0.1873,70.36,,,,,,
0.1874,7.725,0.1874,70.397,,,,,,
0.1875,7.728,0.1875,70.434,,,,,,
0.1876,7.73,0.1876,70.471,,,,,,
0.1877,7.733,0.1877,70.507,,,,,,
0.1878,7.735,0.1878,70.544,,,,,,
0.1879,7.738,0.1879,70.581,,,,,,
0.188,7.74,0.188,70.618,,,,,,
0.1881,7.743,0.1881,70.654,,,,,,
0.1882,7.745,0.1882,70.691,,,,,,
0.1883,7.748,0.1883,70.728,,,,,,
0.1884,7.75,0.1884,70.765,,,,,,
0.1885,7.753,0.1885,70.801,,,,,,
0.1886,7.755,0.1886,70.838,,,,,,
0.1887,7.757,0.1887,70.875,,,,,,
0.1888,7.76,0.1888,70.912,,,,,,
0.1889,7.762,0.1889,70.948,,,,,,
0.189,7.765,0.189,70.985,,,,,,
0.1891,7.767,0.1891,71.022,,,,,,
0.1892,7.77,0.1892,71.059,,,,,,
0.1893,7.772,0.1893,71.095,,,,,,
0.1894,7.775,0.1894,71.132,,,,,,
0.1895,7.777,0.1895,71.169,,,,,,
0.1896,7.78,0.1896,71.206,,,,,,
0.1897,7.782,0.1897,71.242,,,,,,
0.1898,7.785,0.1898,71.279,,,,,,
0.1899,7.787,0.1899,71.316,,,,,,
0.19,7.79,0.19,71.353,,,,,,
0.1901,7.792,0.1901,71.389,,,,,,
0.1902,7.795,0.1902,71.426,,,,,,
0.1903,7.797,0.1903,71.463,,,,,,
0.1904,7.8,0.1904,71.5,,,,,,
0.1905,7.802,0.1905,71.536,,,,,,
0.1906,7.805,0.1906,71.573,,,,,,
0.1907,7.807,0.1907,71.61,,,,,,
0.1908,7.81,0.1908,71.647,,,,,,
0.1909,7.812,0.1909,71.683,,,,,,
0.191,7.815,0.191,71.72,,,,,,
0.1911,7.817,0.1911,71.757,,,,,,
0.1912,7.82,0.1912,71.794,,,,,,
0.1913,7.822,0.1913,71.83,,,,,,
0.1914,7.825,0.1914,71.867,,,,,,
0.1915,7.827,0.1915,71.904,,,,,,
0.1916,7.83,0.1916,71.941,,,,,,
0.1917,7.832,0.1917,71.977,,,,,,
0.1918,7.835,0.1918,72.014,,,,,,
0.1919,7.837,0.1919,72.051,,,,,,
0.192,7.84,0.192,72.088,,,,,,
0.1921,7.842,0.1921,72.124,,,,,,
0.1922,7.845,0.1922,72.161,,,,,,
0.1923,7.847,0.1923,72.198,,,,,,
0.1924,7.85,0.1924,72.235,,,,,,
0.1925,7.852,0.1925,72.271,,,,,,
0.1926,7.855,0.1926,72.308,,,,,,
0.1927,7.857,0.1927,72.345,,,,,,
0.1928,7.86,0.1928,72.382,,,,,,
0.1929,7.862,0.1929,72.418,,,,,,
0.193,7.864,0.193,72.455,,,,,,
0.1931,7.867,0.1931,72.492,,,,,,
0.1932,7.869,0.1932,72.529,,,,,,
0.1933,7.872,0.1933,72.565,,,,,,
0.1934,7.874,0.1934,72.602,,,,,,
0.1935,7.877,0.1935,72.639,,,,,,
0.1936,7.879,0.1936,72.676,,,,,,
0.1937,7.882,0.1937,72.712,,,,,,
0.1938,7.884,0.1938,72.749,,,,,,
0.1939,7.887,0.1939,72.786,,,,,,
0.194,7.889,0.194,72.823,,,,,,
0.1941,7.892,0.1941,72.859,,,,,,
0.1942,7.894,0.1942,72.896,,,,,,
0.1943,7.897,0.1943,72.933,,,,,,
0.1944,7.899,0.1944,72.969,,,,,,
0.1945,7.902,0.1945,73.006,,,,,,
0.1946,7.904,0.1946,73.043,,,,,,
0.1947,7.907,0.1947,73.08,,,,,,
0.1948,7.909,0.1948,73.116,,,,,,
0.1949,7.912,0.1949,73.153,,,,,,
0.195,7.914,0.195,73.19,,,,,,
0.1951,7.917,0.1951,73.227,,,,,,
0.1952,7.919,0.1952,73.263,,,,,,
0.1953,7.922,0.1953,73.3,,,,,,
0.1954,7.924,0.1954,73.337,,,,,,
0.1955,7.927,0.1955,73.374,,,,,,
0.1956,7.929,0.1956,73.41,,,,,,
0.1957,7.932,0.1957,73.447,,,,,,
0.1958,7.934,0.1958,73.484,,,,,,
0.1959,7.937,0.1959,73.521,,,,,,
0.196,7.939,0.196,73.557,,,,,,
0.1961,7.942,0.1961,73.594,,,,,,
0.1962,7.944,0.1962,73.631,,,,,,
0.1963,7.947,0.1963,73.668,,,,,,
0.1964,7.949,0.1964,73.704,,,,,,
0.1965,7.952,0.1965,73.741,,,,,,
0.1966,7.954,0.1966,73.778,,,,,,
0.1967,7.957,0.1967,73.815,,,,,,
0.1968,7.959,0.1968,73.851,,,,,,
0.1969,7.962,0.1969,73.888,,,,,,
0.197,7.964,0.197,73.925,,,,,,
0.1971,7.966,0.1971,73.962,,,,,,
0.1972,7.969,0.1972,73.998,,,,,,
0.1973,7.971,0.1973,74.035,,,,,,
0.1974,7.974,0.1974,74.072,,,,,,
0.1975,7.976,0.1975,74.109,,,,,,
0.1976,7.979,0.1976,74.145,,,,,,
0.1977,7.981,0.1977,74.182,,,,,,
0.1978,7.984,0.1978,74.219,,,,,,
0.1979,7.986,0.1979,74.256,,,,,,
0.198,7.989,0.198,74.292,,,,,,
0.1981,7.991,0.1981,74.329,,,,,,
0.1982,7.994,0.1982,74.366,,,,,,
0.1983,7.996,0.1983,74.403,,,,,,
0.1984,7.999,0.1984,74.439,,,,,,
0.1985,8.001,0.1985,74.476,,,,,,
0.1986,8.004,0.1986,74.513,,,,,,
0.1987,8.006,0.1987,74.55,,,,,,
0.1988,8.009,0.1988,74.586,,,,,,
0.1989,8.011,0.1989,74.623,,,,,,
0.199,8.014,0.199,74.66,,,,,,
0.1991,8.016,0.1991,74.697,,,,,,
0.1992,8.019,0.1992,74.733,,,,,,
0.1993,8.021,0.1993,74.77,,,,,,
0.1994,8.024,0.1994,74.807,,,,,,
0.1995,8.026,0.1995,74.844,,,,,,
0.1996,8.029,0.1996,74.88,,,,,,
0.1997,8.031,0.1997,74.917,,,,,,
0.1998,8.034,0.1998,74.954,,,,,,
0.1999,8.036,0.1999,74.991,,,,,,
0.2,8.039,0.2,75.027,,,,,,
0.2001,8.04,0.2001,75.023,,,,,,
0.2002,8.042,0.2002,75.019,,,,,,
0.2003,8.044,0.2003,75.015,,,,,,
0.2004,8.046,0.2004,75.011,,,,,,
0.2005,8.047,0.2005,75.007,,,,,,
0.2006,8.049,0.2006,75.003,,,,,,
0.2007,8.051,0.2007,74.999,,,,,,
0.2008,8.052,0.2008,74.995,,,,,,
0.2009,8.054,0.2009,74.991,,,,,,
0.201,8.056,0.201,74.987,,,,,,
0.2011,8.058,0.2011,74.983,,,,,,
0.2012,8.059,0.2012,74.979,,,,,,
0.2013,8.061,0.2013,74.975,,,,,,
0.2014,8.063,0.2014,74.971,,,,,,
0.2015,8.064,0.2015,74.967,,,,,,
0.2016,8.066,0.2016,74.963,,,,,,
0.2017,8.068,0.2017,74.959,,,,,,
0.2018,8.07,0.2018,74.955,,,,,,
0.2019,8.071,0.2019,74.951,,,,,,
0.202,8.073,0.202,74.947,,,,,,
0.2021,8.075,0.2021,74.943,,,,,,
0.2022,8.077,0.2022,74.939,,,,,,
0.2023,8.078,0.2023,74.935,,,,,,
0.2024,8.08,0.2024,74.931,,,,,,
0.2025,8.082,0.2025,74.927,,,,,,
0.2026,8.083,0.2026,74.923,,,,,,
0.2027,8.085,0.2027,74.919,,,,,,
0.2028,8.087,0.2028,74.915,,,,,,
0.2029,8.089,0.2029,74.911,,,,,,
0.203,8.09,0.203,74.907,,,,,,
0.2031,8.092,0.2031,74.903,,,,,,
0.2032,8.094,0.2032,74.899,,,,,,
0.2033,8.095,0.2033,74.895,,,,,,
0.2034,8.097,0.2034,74.891,,,,,,
0.2035,8.099,0.2035,74.887,,,,,,
0.2036,8.101,0.2036,74.883,,,,,,
0.2037,8.102,0.2037,74.879,,,,,,
0.2038,8.104,0.2038,74.875,,,,,,
0.2039,8.106,0.2039,74.871,,,,,,
0.204,8.108,0.204,74.867,,,,,,
0.2041,8.109,0.2041,74.863,,,,,,
0.2042,8.111,0.2042,74.859,,,,,,
0.2043,8.113,0.2043,74.855,,,,,,
0.2044,8.114,0.2044,74.851,,,,,,
0.2045,8.116,0.2045,74.847,,,,,,
0.2046,8.118,0.2046,74.842,,,,,,
0.2047,8.12,0.2047,74.838,,,,,,
0.2048,8.121,0.2048,74.834,,,,,,
0.2049,8.123,0.2049,74.83,,,,,,
0.205,8.125,0.205,74.826,,,,,,
0.2051,8.126,0.2051,74.822,,,,,,
0.2052,8.128,0.2052,74.818,,,,,,
0.2053,8.13,0.2053,74.814,,,,,,
0.2054,8.132,0.2054,74.81,,,,,,
0.2055,8.133,0.2055,74.806,,,,,,
0.2056,8.135,0.2056,74.802,,,,,,
0.2057,8.137,0.2057,74.798,,,,,,
0.2058,8.139,0.2058,74.794,,,,,,
0.2059,8.14,0.2059,74.79,,,,,,
0.206,8.142,0.206,74.786,,,,,,
0.2061,8.144,0.2061,74.782,,,,,,
0.2062,8.145,0.2062,74.778,,,,,,
0.2063,8.147,0.2063,74.774,,,,,,
0.2064,8.149,0.2064,74.77,,,,,,
0.2065,8.151,0.2065,74.766,,,,,,
0.2066,8.152,0.2066,74.762,,,,,,
0.2067,8.154,0.2067,74.758,,,,,,
0.2068,8.156,0.2068,74.754,,,,,,
0.2069,8.158,0.2069,74.75,,,,,,
0.207,8.159,0.207,74.746,,,,,,
0.2071,8.161,0.2071,74.742,,,,,,
0.2072,8.163,0.2072,74.738,,,,,,
0.2073,8.164,0.2073,74.734,,,,,,
0.2074,8.166,0.2074,74.73,,,,,,
0.2075,8.168,0.2075,74.726,,,,,,
0.2076,8.17,0.2076,74.722,,,,,,
0.2077,8.171,0.2077,74.718,,,,,,
0.2078,8.173,0.2078,74.714,,,,,,
0.2079,8.175,0.2079,74.71,,,,,,
0.208,8.176,0.208,74.706,,,,,,
0.2081,8.178,0.2081,74.702,,,,,,
0.2082,8.18,0.2082,74.698,,,,,,
0.2083,8.182,0.2083,74.694,,,,,,
0.2084,8.183,0.2084,74.69,,,,,,
0.2085,8.185,0.2085,74.686,,,,,,
0.2086,8.187,0.2086,74.682,,,,,,
0.2087,8.189,0.2087,74.678,,,,,,
0.2088,8.19,0.2088,74.674,,,,,,
0.2089,8.192,0.2089,74.67,,,,,,
0.209,8.194,0.209,74.666,,,,,,
0.2091,8.195,0.2091,74.662,,,,,,
0.2092,8.197,0.2092,74.658,,,,,,
0.2093,8.199,0.2093,74.654,,,,,,
0.2094,8.201,0.2094,74.65,,,,,,
0.2095,8.202,0.2095,74.646,,,,,,
0.2096,8.204,0.2096,74.642,,,,,,
0.2097,8.206,0.2097,74.638,,,,,,
0.2098,8.207,0.2098,74.633,,,,,,
0.2099,8.209,0.2099,74.629,,,,,,
0.21,8.211,0.21,74.625,,,,,,
0.2101,8.213,0.2101,74.621,,,,,,
0.2102,8.214,0.2102,74.617,,,,,,
0.2103,8.216,0.2103,74.613,,,,,,
0.2104,8.218,0.2104,74.609,,,,,,
0.2105,8.22,0.2105,74.605,,,,,,
0.2106,8.221,0.2106,74.601,,,,,,
0.2107,8.223,0.2107,74.597,,,,,,
0.2108,8.225,0.2108,74.593,,,,,,
0.2109,8.226,0.2109,74.589,,,,,,
0.211,8.228,0.211,74.585,,,,,,
